# August 2018 Update
# Using f-values (oscillator strengths) and Gamma-values from Evelyne Roueff  
#
# Table B1: Complete version of Table 1 from "Keck telescope
# constraint on cosmological variation of the proton-to-electron mass
# ratio" by Malec A.L., Buning R., Murphy M.T, Milutinovic N., Ellison
# S.L., Prochaska J.X., Kaper L., Tumlinson J., Carswell R.F., Ubachs
# W., Mon. Not. R. Soc. Astron., accepted (Dec. 2009).
#
# Catalogue of the most accurate and precise laboratory parameters for
# fitting molecular hydrogen (H_2) absorptions lines. Represented are
# all allowed Lyman and Werner H_2 transitions between the lowest 8
# rotational levels in the ground and excited states with excited
# state vibrational quantum numbers up to 20 and 6 for Lyman and
# Werner transitions, respectively. The first column provides a
# short-hand notation for the transition: letters denote a Lyman (L)
# or Werner (W) line and the branch, where P, Q and R represent J' - J
# = -1, 0 and 1, respectively, for J and J' the ground state and
# excited state J-levels, respectively; the first integer is the
# excited state vibrational quantum number and the second is J. The
# second column gives the most precise reported laboratory wavelength
# and its 1-sigma uncertainty is given in the third column (both are
# in Angstroms); the fourth column provides the reference:
#
# 1 = Bailly, Salumbides, Vervloet, Ubachs (2009, Mol. Phys.,
# accepted),
#
# 2 = Ubachs, Buning, Eikema, Reinhold (2007, J. Molecular Spectrosc.,
# 241, 155) (a suffix ``a'' refers to directly measured wavelengths
# while ``b'' refers to wavelengths calculated from directly measured
# lines via combination differences) and
#
# 3 = Abgrall, Roueff, Launay, Roncin, Subtil (1993, J. Molecular
# Spectrosc., 157, 512) for the excited state energy levels with
# ground states derived directly from Jennings, Bragg, Brault (1984,
# ApJ, 282, L85).
#
# Note that wavelengths with reference 3 are much less precise than
# those from references 1 and 2. The fifth column gives the oscillator
# strengths which were calculated from the Einstein A coefficients
# given by Abgrall, Roueff, Launay, Roncin (1994, Canadian J. Phys.,
# 72, 856). The sixth column gives the (natural) damping coefficients
# in seconds^{-1} which were calculated from the total transition
# probabilities (A_t) in Abgrall, Roueff, Drira (2000,
# Astron. Astrophys. Suppl., 141, 297). The final column gives the
# sensitivity coefficients calculated in Ubachs, Buning, Eikema,
# Reinhold (2007, J. Molecular Spectrosc., 241, 155) which have
# estimated uncertainties of typically <5x10^{-4} (see main text).
#
# Trans  lambda_lab  sig_lambda  Ref  f    Gamma   K
L13P1	955.708153	0.000009	1	4.228e-03	9.410e+08	 0.04771815
L13P2	957.652228	0.000009	1	4.808e-03	9.402e+08	 0.04577359
L13P3	960.450567	0.000005	1	4.932e-03	9.386e+08	 0.04297335
L13P4	964.090790	0.000020	1	4.985e-03	9.365e+08	 0.03935778
L13P5	968.556580	0.000007	1	5.096e-03	9.332e+08	 0.03497826
L13P6	973.828541	0.000020	1	5.363e-03	9.301e+08	 0.02989496
L13P7	989.319870	0.000980	3	5.959e-03	9.264e+08	 0.02417375
L13R0	954.413268	0.000009	1	1.416e-02	9.402e+08	 0.04894292
L13R1	955.065759	0.000005	1	9.880e-03	9.386e+08	 0.04820903
L13R2	956.579917	0.000018	1	9.211e-03	9.365e+08	 0.04659168
L13R3	958.946624	0.000007	1	8.967e-03	9.332e+08	 0.04411846
L13R4	962.152730	0.000060	1	8.751e-03	9.301e+08	 0.04082942
L13R5	966.178710	0.000940	3	8.324e-03	9.264e+08	 0.03677543
L13R6	970.997620	0.000950	3	7.114e-03	9.254e+08	 0.03201589
L14P1	947.514033	0.000099	2a	3.522e-03	9.031e+08	 0.04972156
L14P2	949.352458	0.000100	2b	9.282e-03	9.714e+08	 0.03930819
L14P3	952.274166	0.000100	2b	6.578e-04	9.271e+08	 0.04104973
L14P4	955.854830	0.000061	2b	1.691e-03	9.066e+08	 0.03998528
L14P5	960.265640	0.000930	3	2.244e-03	8.987e+08	 0.03624932
L14P6	965.481390	0.000940	3	2.614e-03	8.935e+08	 0.03144234
L14P7	980.758370	0.000970	3	2.929e-03	8.881e+08	 0.02588968
L14R0	946.169306	0.000099	2a	1.340e-03	9.714e+08	 0.04247182
L14R1	946.980395	0.000099	2a	1.966e-02	9.271e+08	 0.04625180
L14R2	948.471250	0.000060	2a	1.294e-02	9.066e+08	 0.04715304
L14R3	950.818690	0.000910	3	1.092e-02	8.987e+08	 0.04529959
L14R4	954.003910	0.000920	3	1.005e-02	8.935e+08	 0.04226582
L14R5	958.011400	0.000920	3	9.617e-03	8.881e+08	 0.03836088
L14R6	962.821290	0.000930	3	9.358e-03	8.828e+08	 0.03368526
L15P1	939.706716	0.000098	2a	2.914e-03	8.679e+08	 0.05146650
